Corpus	Filename	Artist	Title	Year	Melody	Harmony	Lyrics
Billboard	EricCarmen_HungryEyes_1988	Eric Carmen	Hungry Eyes (from the film Dirty Dancing)	1988	FALSE	TRUE	FALSE
Billboard	EricCarmen_Sunrise_1976	Eric Carmen	Sunrise	1976	TRUE	TRUE	TRUE
Billboard	EricClapton_ForeverMan_1985	Eric Clapton	Forever Man	1985	FALSE	TRUE	FALSE
Billboard	EricClapton_ICantStandIt_1981	Eric Clapton	I Can't Stand It	1981	FALSE	TRUE	FALSE
Billboard	EricClapton_LayDownSally_1978	Eric Clapton	Lay Down Sally	1978	TRUE	TRUE	TRUE
Billboard	EricClapton_LetItRain_1972	Eric Clapton	Let It Rain	1972	TRUE	TRUE	TRUE
Billboard	EricClapton_Promises_1978	Eric Clapton	Promises	1978	FALSE	TRUE	FALSE
Billboard	EricClapton_WillieAndTheHandJive_1974	Eric Clapton	Willie And The Hand Jive	1974	TRUE	TRUE	TRUE
Billboard	EttaJames_FoolThatIAm_1961	Etta James	Fool That I Am	1961	FALSE	TRUE	FALSE
Billboard	EttaJames_StopTheWedding_1962	Etta James	Stop The Wedding	1962	FALSE	TRUE	FALSE
Billboard	EttaJames_WouldItMakeAnyDifferenceToYou_1963	Etta James	Would It Make Any Difference To You	1963	FALSE	TRUE	FALSE
Billboard	EvelynChampagneKing_ImInLove_1981	Evelyn Champagne King	I'm In Love	1981	FALSE	TRUE	FALSE
Billboard	FatsDomino_BeMyGuest_1959	Fats Domino	Be My Guest	1959	TRUE	TRUE	TRUE
Billboard	FatsDomino_IWantToWalkYouHome_1959	Fats Domino	I Want To Walk You Home	1959	FALSE	TRUE	FALSE
Billboard	Firehouse_DontTreatMeBad_1991	Firehouse	Don't Treat Me Bad	1991	FALSE	TRUE	FALSE
Billboard	FiveManElectricalBand_AbsolutelyRight_1971	Five Man Electrical Band	Absolutely Right	1971	FALSE	TRUE	FALSE
Billboard	FlattAndScruggs_FoggyMountainBreakdown_1968	Flatt & Scruggs	Foggy Mountain Breakdown	1968	FALSE	TRUE	FALSE
Billboard	FloydCramer_LastDate_1960	Floyd Cramer	Last Date	1960	FALSE	TRUE	FALSE
Billboard	Focus_HocusPocus_1973	Focus	Hocus Pocus	1973	FALSE	TRUE	FALSE
Billboard	Foghat_DrivinWheel_1977	Foghat	Drivin' Wheel	1977	FALSE	TRUE	FALSE
Billboard	FontellaBass_RescueMe_1965	Fontella Bass	Rescue Me	1965	TRUE	TRUE	TRUE
Billboard	FourTops_StandingInTheShadowsOfLove_1967	Four Tops	Standing In The Shadows Of Love	1967	FALSE	TRUE	FALSE
Billboard	FreddieJackson_HaveYouEverLovedSomebody_1987	Freddie Jackson	Have You Ever Loved Somebody	1987	FALSE	TRUE	FALSE
Billboard	FreddyFender_LivingItDown_1976	Freddy Fender	Living It Down	1976	FALSE	TRUE	FALSE
Billboard	FreddyFender_SecretLove_1975	Freddy Fender	Secret Love	1975	FALSE	TRUE	FALSE
Billboard	GaryUSBonds_QuarterToThree_1961	Gary U.S. Bonds	Quarter To Three	1961	FALSE	TRUE	FALSE
Billboard	GenePitney_TownWithoutPity_1961	Gene Pitney	Town Without Pity	1961	TRUE	TRUE	TRUE
Billboard	GeneralPublic_Tenderness_1984	General Public	Tenderness	1984	FALSE	TRUE	FALSE
Billboard	Genesis_Abacab_1982	Genesis	Abacab	1982	TRUE	TRUE	TRUE
Billboard	Genesis_InvisibleTouch_1986	Genesis	Invisible Touch	1986	FALSE	TRUE	FALSE
Billboard	Genesis_Misunderstanding_1980	Genesis	Misunderstanding	1980	FALSE	TRUE	FALSE
Billboard	Genesis_TonightTonightTonight_1987	Genesis	Tonight, Tonight, Tonight	1987	FALSE	TRUE	FALSE
Billboard	GeorgeBenson_Breezin_1976	George Benson	Breezin'	1976	FALSE	TRUE	FALSE
Billboard	GeorgeHarrison_AllThoseYearsAgo_1981	George Harrison	All Those Years Ago	1981	FALSE	TRUE	FALSE
Billboard	GeorgeHarrison_BlowAway_1979	George Harrison	Blow Away	1979	TRUE	TRUE	TRUE
Billboard	GeorgeHarrison_CrackerboxPalace_1977	George Harrison	Crackerbox Palace	1977	TRUE	TRUE	TRUE
Billboard	GeorgeHarrison_GotMyMindSetOnYou_1988	George Harrison	Got My Mind Set On You	1988	TRUE	TRUE	TRUE
Billboard	GeorgeHarrison_ThisSong_1977	George Harrison	This Song	1977	FALSE	TRUE	FALSE
Billboard	GinoVannelli_BlackCars_1985	Gino Vannelli	Black Cars	1985	FALSE	TRUE	FALSE
Billboard	GinoVannelli_HurtsToBeInLove_1985	Gino Vannelli	Hurts To Be In Love	1985	FALSE	TRUE	FALSE
Billboard	GinoVannelli_WildHorses_1987	Gino Vannelli	Wild Horses	1987	TRUE	TRUE	TRUE
Billboard	GladysKnightAndThePips_BabyDontChangeYourMind_1977	Gladys Knight & The Pips	Baby Don't Change Your Mind	1977	FALSE	TRUE	FALSE
Billboard	GladysKnightAndThePips_BestThingThatEverHappenedToMe_1974	Gladys Knight & The Pips	Best Thing That Ever Happened To Me	1974	FALSE	TRUE	FALSE
Billboard	GladysKnightAndThePips_IfIWereYourWoman_1971	Gladys Knight & The Pips	If I Were Your Woman	1971	FALSE	TRUE	FALSE
Billboard	GladysKnightAndThePips_LetterFullOfTears_1962	Gladys Knight & The Pips	Letter Full Of Tears	1962	FALSE	TRUE	FALSE
Billboard	GlenCampbell_Galveston_1969	Glen Campbell	Galveston	1969	FALSE	TRUE	FALSE
Billboard	GlenCampbell_ItsOnlyMakeBelieve_1970	Glen Campbell	It's Only Make Believe	1970	FALSE	TRUE	FALSE
Billboard	GlenCampbell_RhinestoneCowboy_1975	Glen Campbell	Rhinestone Cowboy	1975	FALSE	TRUE	FALSE
Billboard	GlenCampbell_Sunflower_1977	Glen Campbell	Sunflower	1977	FALSE	TRUE	FALSE
Billboard	GlenCampbell_WichitaLineman_1969	Glen Campbell	Wichita Lineman	1969	FALSE	TRUE	FALSE
Billboard	GloriaGaynor_NeverCanSayGoodbye_1975	Gloria Gaynor	Never Can Say Goodbye	1975	TRUE	TRUE	TRUE
Billboard	GoldenEarring_TwilightZone_1983	Golden Earring	Twilight Zone	1983	FALSE	TRUE	FALSE
Billboard	GordonLightfoot_Beautiful_1972	Gordon Lightfoot	Beautiful	1972	FALSE	TRUE	FALSE
Billboard	GrahamNash_Chicago_1971	Graham Nash	Chicago	1971	FALSE	TRUE	FALSE
Billboard	GrandFunkRailroad_WalkLikeAMan_1973	Grand Funk Railroad	Walk Like A Man	1973	FALSE	TRUE	FALSE
Billboard	GratefulDead_SugarMagnolia_1973	Grateful Dead	Sugar Magnolia	1973	TRUE	TRUE	TRUE
Billboard	HankSnow_IveBeenEverywhere_1962	Hank Snow	I've Been Everywhere	1962	TRUE	TRUE	TRUE
Billboard	HarryChapin_SundayMorningSunshine_1972	Harry Chapin	Sunday Morning Sunshine	1972	TRUE	TRUE	TRUE
Billboard	Heart_CrazyOnYou_1978	Heart	Crazy On You	1978	TRUE	TRUE	TRUE
Billboard	Heart_MagicMan_1976	Heart	Magic Man	1976	TRUE	TRUE	TRUE
Billboard	Heart_TheresTheGirl_1988	Heart	There's The Girl	1988	FALSE	TRUE	FALSE
Billboard	Heart_WhoWillYouRunTo_1987	Heart	Who Will You Run To	1987	TRUE	TRUE	TRUE
Billboard	HiFive_ILikeTheWay_1991	Hi-Five	I Like The Way (The Kissing Game)	1991	FALSE	TRUE	FALSE
Billboard	HueyLewis_IWantANewDrug_1984	Huey Lewis	I Want A New Drug	1984	FALSE	TRUE	FALSE
Billboard	INXS_NeedYouTonight_1988	INXS	Need You Tonight	1988	FALSE	TRUE	FALSE
Billboard	IkeAndTinaTurner_IWantToTakeYouHigher_1970	Ike & Tina Turner	I Want To Take You Higher	1970	FALSE	TRUE	FALSE
Billboard	IkeAndTinaTurner_ItsGonnaWorkOutFine_1961	Ike & Tina Turner	It's Gonna Work Out Fine	1961	FALSE	TRUE	FALSE
Billboard	IrmaThomas_WishSomeoneWouldCare_1964	Irma Thomas	Wish Someone Would Care	1964	FALSE	TRUE	FALSE
Billboard	IronButterfly_InAGaddaDaVida_1968	Iron Butterfly	In-A-Gadda-Da-Vida	1968	FALSE	TRUE	FALSE
Billboard	IsaacHayes_DoYourThing_1972	Isaac Hayes	Do Your Thing	1972	FALSE	TRUE	FALSE
Billboard	IsaacHayes_TheLookOfLove_1971	Isaac Hayes	The Look Of Love	1971	FALSE	TRUE	FALSE
Billboard	JFrankWilsonAndTheCavaliers_LastKiss_1964	J. Frank Wilson & The Cavaliers	Last Kiss	1964	TRUE	TRUE	TRUE
Billboard	JackieWilson_BabyWorkout_1963	Jackie Wilson	Baby Workout	1963	FALSE	TRUE	FALSE
Billboard	JacksonBrowne_Boulevard_1980	Jackson Browne	Boulevard	1980	FALSE	TRUE	FALSE
Billboard	JacksonBrowne_HereComeThoseTearsAgain_1977	Jackson Browne	Here Come Those Tears Again	1977	FALSE	TRUE	FALSE
Billboard	JacksonBrowne_RedneckFriend_1973	Jackson Browne	Redneck Friend	1973	FALSE	TRUE	FALSE
Billboard	JacksonBrowne_RunningOnEmpty_1978	Jackson Browne	Running On Empty	1978	FALSE	TRUE	FALSE
Billboard	JamesBrown_BabyYoureRight_1961	James Brown	Baby, You're Right	1961	FALSE	TRUE	FALSE
Billboard	JamesBrown_ColdSweatPart1_1967	James Brown	Cold Sweat - Part 1	1967	TRUE	TRUE	TRUE
Billboard	JamesBrown_DownAndOutInNewYorkCity_1973	James Brown	Down And Out In New York City	1973	FALSE	TRUE	FALSE
Billboard	JamesBrown_GetUp_1970	James Brown	Get Up (I Feel Like Being Like A) Sex Machine (Part 1)	1970	TRUE	TRUE	TRUE
Billboard	JamesBrown_IDontMind_1961	James Brown	I Don't Mind	1961	TRUE	TRUE	TRUE
Billboard	JamesBrown_IGotYou_1965	James Brown	I Got You (I Feel Good)	1965	TRUE	TRUE	TRUE
Billboard	JamesBrown_MyThang_1974	James Brown	My Thang	1974	FALSE	TRUE	FALSE
Billboard	JamesBrown_Think_1973	James Brown	Think	1973	FALSE	TRUE	FALSE
Billboard	JamesTaylor_CountryRoad_1971	James Taylor	Country Road	1971	FALSE	TRUE	FALSE
Billboard	JanAndDean_SidewalkSurfin_1964	Jan & Dean	Sidewalk Surfin'	1964	TRUE	TRUE	TRUE
Billboard	JanAndDean_TheAnaheimAzusaAndCucamongaSewingCircleBookReviewAndTimingAssociation_1964	Jan & Dean	The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association	1964	FALSE	TRUE	FALSE
Billboard	JanAndDean_TheLittleOldLady_1964	Jan & Dean	The Little Old Lady (From Pasadena)	1964	TRUE	TRUE	TRUE
Billboard	JanisJoplin_KozmicBlues_1969	Janis Joplin	Kozmic Blues	1969	FALSE	TRUE	FALSE
Billboard	JeffBeck_PeopleGetReady_1985	Jeff Beck	People Get Ready	1985	FALSE	TRUE	FALSE
Billboard	JeffersonStarship_CountOnMe_1978	Jefferson Starship	Count On Me	1978	FALSE	TRUE	FALSE
Billboard	JermaineJackson_LetsGetSerious_1980	Jermaine Jackson	Let's Get Serious	1980	FALSE	TRUE	FALSE
Billboard	JerryJeffWalker_MrBojangles_1968	Jerry Jeff Walker	Mr. Bojangles	1968	TRUE	TRUE	TRUE
Billboard	JerryReed_KoKoJoe_1971	Jerry Reed	Ko-Ko Joe	1971	FALSE	TRUE	FALSE
Billboard	JesusJones_RightHereRightNow_1991	Jesus Jones	Right Here, Right Now	1991	FALSE	TRUE	FALSE
Billboard	JethroTull_LivingInThePast_1972	Jethro Tull	Living In The Past	1972	FALSE	TRUE	FALSE
Billboard	JimiHendrix_Freedom_1971	Jimi Hendrix	Freedom	1971	FALSE	TRUE	FALSE
Billboard	JimmyBuffett_ComeMonday_1974	Jimmy Buffett	Come Monday	1974	FALSE	TRUE	FALSE
Billboard	JimmyClanton_JustADream_1958	Jimmy Clanton	Just A Dream	1958	TRUE	TRUE	TRUE
Billboard	JimmyCliff_WonderfulWorldBeautifulPeople_1969	Jimmy Cliff	Wonderful World, Beautiful People	1969	FALSE	TRUE	FALSE
Billboard	JimmyJones_HandyMan_1960	Jimmy Jones	Handy Man	1960	FALSE	TRUE	FALSE
Billboard	JimmyReed_BabyWhatYouWantMeToDo_1960	Jimmy Reed	Baby What You Want Me To Do	1960	TRUE	TRUE	TRUE
Billboard	JimmyRuffin_IvePassedThisWayBefore_1967	Jimmy Ruffin	I've Passed This Way Before	1967	FALSE	TRUE	FALSE
Billboard	JimmySmith_WalkOnTheWildSide_1962	Jimmy Smith	Walk On The Wild Side (Part 1)	1962	FALSE	TRUE	FALSE
Billboard	JoanBaez_ThereButForFortune_1965	Joan Baez	There But For Fortune	1965	FALSE	TRUE	FALSE
Billboard	JoeCocker_WithALittleHelpFromMyFriends_1968	Joe Cocker	With A Little Help From My Friends	1968	FALSE	TRUE	FALSE
Billboard	JohnDenver_AnniesSong_1974	John Denver	Annie's Song	1974	FALSE	TRUE	FALSE
Billboard	JohnDenver_BackHomeAgain_1974	John Denver	Back Home Again	1974	TRUE	TRUE	TRUE
Billboard	JohnDenver_ItAmazesMe_1978	John Denver	It Amazes Me	1978	FALSE	TRUE	FALSE
Billboard	JohnDenver_RockyMountainHigh_1972	John Denver	Rocky Mountain High	1972	TRUE	TRUE	TRUE
Billboard	JohnDenver_SeasonsOfTheHeart_1982	John Denver	Seasons Of The Heart	1982	TRUE	TRUE	TRUE
Billboard	JohnDenver_SomeDaysAreDiamonds_1981	John Denver	Some Days Are Diamonds (Some Days Are Stone)	1981	FALSE	TRUE	FALSE
Billboard	JohnnyCash_IGotStripes_1959	Johnny Cash	I Got Stripes	1959	TRUE	TRUE	TRUE
Billboard	JohnnyCash_TheWaysOfAWomanInLove_1958	Johnny Cash	The Ways Of A Woman In Love	1958	TRUE	TRUE	TRUE
Billboard	JohnnyHorton_JohnnyReb_1959	Johnny Horton	Johnny Reb	1959	TRUE	TRUE	TRUE
Billboard	JohnnyHorton_TheBattleOfNewOrleans_1959	Johnny Horton	The Battle Of New Orleans	1959	TRUE	TRUE	TRUE
Billboard	JohnnyLee_LookinForLove_1980	Johnny Lee	Lookin' For Love	1980	FALSE	TRUE	FALSE
Billboard	JohnnyTillotson_IRiseIFall_1964	Johnny Tillotson	I Rise, I Fall	1964	FALSE	TRUE	FALSE
Billboard	JohnnyTillotson_ItKeepsRightOnAHurtin_1962	Johnny Tillotson	It Keeps Right On A-Hurtin'	1962	FALSE	TRUE	FALSE
Billboard	JohnnyTillotson_JimmysGirl_1961	Johnny Tillotson	Jimmy's Girl	1961	FALSE	TRUE	FALSE
Billboard	JohnnyTillotson_OutOfMyMind_1963	Johnny Tillotson	Out Of My Mind	1963	FALSE	TRUE	FALSE
Billboard	JohnnyTillotson_TalkBackTremblingLips_1963	Johnny Tillotson	Talk Back Trembling Lips	1963	FALSE	TRUE	FALSE
Billboard	JohnnyTillotson_WorriedGuy_1964	Johnny Tillotson	Worried Guy	1964	FALSE	TRUE	FALSE
Billboard	JoniMitchell_BabyIDontCare_1982	Joni Mitchell	(You're So Square) Baby I Don't Care	1982	TRUE	TRUE	TRUE
Billboard	JoniMitchell_BigYellowTaxi_1975	Joni Mitchell	Big Yellow Taxi	1975	TRUE	TRUE	TRUE
Billboard	JudasPriest_YouveGotAnotherThingComin_1982	Judas Priest	You've Got Another Thing Comin'	1982	TRUE	TRUE	TRUE
Billboard	JuiceNewton_BreakItToMeGently_1982	Juice Newton	Break It To Me Gently	1982	FALSE	TRUE	FALSE
Billboard	JuiceNewton_QueenOfHearts_1981	Juice Newton	Queen Of Hearts	1981	TRUE	TRUE	TRUE
Billboard	Kaoma_Lambada_1990	Kaoma	Lambada	1990	FALSE	TRUE	FALSE
Billboard	KateBush_RunningUpThatHill_1985	Kate Bush	Running Up That Hill	1985	FALSE	TRUE	FALSE
Billboard	KennyRogers_IDontNeedYou_1981	Kenny Rogers	I Don't Need You	1981	FALSE	TRUE	FALSE
Billboard	KennyRogers_Lady_1980	Kenny Rogers	Lady	1980	FALSE	TRUE	FALSE
Billboard	KennyRogers_Lucille_1977	Kenny Rogers	Lucille	1977	FALSE	TRUE	FALSE
Billboard	KennyRogers_ScarletFever_1983	Kenny Rogers	Scarlet Fever	1983	FALSE	TRUE	FALSE
Billboard	KennyRogers_SweetMusicMan_1978	Kenny Rogers	Sweet Music Man	1978	FALSE	TRUE	FALSE
Billboard	KennyRogers_ThroughTheYears_1981	Kenny Rogers	Through The Years	1981	FALSE	TRUE	FALSE
Billboard	KennyRogers_YouDecoratedMyLife_1980	Kenny Rogers	You Decorated My Life	1980	FALSE	TRUE	FALSE
Billboard	Kiss_RocketRide_1978	Kiss	Rocket Ride	1978	TRUE	TRUE	TRUE
Billboard	KoolAndTheGang_JungleBoogie_1974	Kool & The Gang	Jungle Boogie	1974	TRUE	TRUE	TRUE
Billboard	KrisKristofferson_LovingHerWasEasier_1971	Kris Kristofferson	Loving Her Was Easier (Than Anything I'll Ever Do Again)	1971	FALSE	TRUE	FALSE
Billboard	LaVernBaker_ICriedATear_1959	LaVern Baker	I Cried A Tear	1959	TRUE	TRUE	TRUE
Billboard	LaVernBaker_SeeSeeRider_1963	LaVern Baker	See See Rider	1963	FALSE	TRUE	FALSE
Billboard	LauraBranigan_Gloria_1982	Laura Branigan	Gloria	1982	FALSE	TRUE	FALSE
Billboard	LedZeppelin_DyerMaker_1973	Led Zeppelin	D'yer Mak'er	1973	TRUE	TRUE	TRUE
Billboard	LedZeppelin_OverTheHillsAndFarAway_1973	Led Zeppelin	Over The Hills And Far Away	1973	TRUE	TRUE	TRUE
Billboard	LedZeppelin_TrampledUnderFoot_1975	Led Zeppelin	Trampled Under Foot	1975	FALSE	TRUE	FALSE
Billboard	LeoSayer_YouMakeMeFeelLikeDancing_1977	Leo Sayer	You Make Me Feel Like Dancing	1977	TRUE	TRUE	TRUE
Billboard	LesleyGore_CaliforniaNights_1967	Lesley Gore	California Nights	1967	TRUE	TRUE	TRUE
Billboard	LesleyGore_YouDontOwnMe_1964	Lesley Gore	You Don't Own Me	1964	FALSE	TRUE	FALSE
Billboard	Level42_SomethingAboutYou_1986	Level 42	Something About You	1986	TRUE	TRUE	TRUE
Billboard	LindaRonstadt_WhenWillIBeLoved_1975	Linda Ronstadt	When Will I Be Loved	1975	TRUE	TRUE	TRUE
Billboard	LittleAnthonyAndTheImperials_OutOfSightOutOfMind_1969	Little Anthony & The Imperials	Out Of Sight, Out Of Mind	1969	FALSE	TRUE	FALSE
Billboard	LittleJoeyAndTheFlips_BongoStomp_1962	Little Joey & The Flips	Bongo Stomp	1962	FALSE	TRUE	FALSE
Billboard	LittleRiverBand_HappyAnniversary_1978	Little River Band	Happy Anniversary	1978	FALSE	TRUE	FALSE
Billboard	LittleRiverBand_HelpIsOnItsWay_1977	Little River Band	Help Is On Its Way	1977	TRUE	TRUE	TRUE
Billboard	LittleRiverBand_Reminiscing_1978	Little River Band	Reminiscing	1978	TRUE	TRUE	TRUE
Billboard	LittleRiverBand_TheOtherGuy_1983	Little River Band	The Other Guy	1983	FALSE	TRUE	FALSE
Billboard	LittleRiverBand_WeTwo_1983	Little River Band	We Two	1983	FALSE	TRUE	FALSE
Billboard	LookingGlass_Brandy_1972	Looking Glass	Brandy (You're A Fine Girl)	1972	FALSE	TRUE	FALSE
Billboard	LosLobos_WillTheWolfSurvive_1985	Los Lobos	Will The Wolf Survive	1985	FALSE	TRUE	FALSE
Billboard	LouisArmstrong_HelloDolly_1964	Louis Armstrong	Hello, Dolly!	1964	TRUE	TRUE	TRUE
Billboard	LouisPrimaAndKeelySmith_ThatOldBlackMagic_1958	Louis Prima & Keely Smith	That Old Black Magic	1958	FALSE	TRUE	FALSE
Billboard	LynyrdSkynyrd_SweetHomeAlabama_1974	Lynyrd Skynyrd	Sweet Home Alabama	1974	TRUE	TRUE	TRUE
Billboard	Madonna_LiveToTell_1986	Madonna	Live To Tell	1986	FALSE	TRUE	FALSE
Billboard	Madonna_OhFather_1990	Madonna	Oh Father	1990	TRUE	TRUE	TRUE
Billboard	MarcCohn_WalkingInMemphis_1991	Marc Cohn	Walking In Memphis	1991	FALSE	TRUE	FALSE
Billboard	MarieOsmond_PaperRoses_1973	Marie Osmond	Paper Roses	1973	FALSE	TRUE	FALSE
Billboard	MarkyMark_GoodVibrations_1991	Marky Mark	Good Vibrations	1991	TRUE	TRUE	TRUE
Billboard	MarthaAndTheVandellas_NowhereToRun_1965	Martha & The Vandellas	Nowhere To Run	1965	FALSE	TRUE	FALSE
Billboard	MartyRobbins_BigIron_1960	Marty Robbins	Big Iron	1960	FALSE	TRUE	FALSE
Billboard	MartyRobbins_IWalkAlone_1968	Marty Robbins	I Walk Alone	1968	FALSE	TRUE	FALSE
Billboard	MarvinGayeAndKimWeston_ItTakesTwo_1967	Marvin Gaye & Kim Weston	It Takes Two	1967	FALSE	TRUE	FALSE
Billboard	MarvinGayeAndTammiTerrell_IfICouldBuildMyWholeWorldAroundYou_1967	Marvin Gaye & Tammi Terrell	If I Could Build My Whole World Around You	1967	FALSE	TRUE	FALSE
Billboard	MarvinGaye_IWantYou_1976	Marvin Gaye	I Want You	1976	FALSE	TRUE	FALSE
Billboard	MarvinGaye_MercyMercyMe_1971	Marvin Gaye	Mercy Mercy Me (The Ecology)	1971	TRUE	TRUE	TRUE
Billboard	MaryMacGregor_TornBetweenTwoLovers_1976	Mary MacGregor	Torn Between Two Lovers	1976	FALSE	TRUE	FALSE
Billboard	MaxFrostAndTheTroopers_ShapeOfThingsToCome_1968	Max Frost & The Troopers	Shape Of Things To Come	1968	FALSE	TRUE	FALSE
Billboard	MeatLoaf_ParadiseByTheDashboardLight_1978	Meat Loaf	Paradise By The Dashboard Light	1978	FALSE	TRUE	FALSE
Billboard	MeatLoaf_YouTookTheWordsRightOutOfMyMouth_1978	Meat Loaf	You Took The Words Right Out Of My Mouth	1978	FALSE	TRUE	FALSE
Billboard	MelTorme_CominHomeBaby_1962	Mel Torme	Comin' Home Baby	1962	FALSE	TRUE	FALSE
Billboard	MelbaMontgomery_NoCharge_1974	Melba Montgomery	No Charge	1974	FALSE	TRUE	FALSE
Billboard	Metallica_One_1989	Metallica	One	1989	TRUE	TRUE	TRUE
Billboard	MichaelJacksonWithSiedahGarrett_IJustCantStopLovingYou_1987	Michael Jackson With Siedah Garrett	I Just Can't Stop Loving You	1987	FALSE	TRUE	FALSE
Billboard	MichaelJackson_BeatIt_1983	Michael Jackson	Beat It	1983	TRUE	TRUE	TRUE
Billboard	MichaelJackson_HumanNature_1983	Michael Jackson	Human Nature	1983	FALSE	TRUE	FALSE
Billboard	MichaelJackson_ManInTheMirror_1988	Michael Jackson	Man In The Mirror	1988	FALSE	TRUE	FALSE
Billboard	MichaelJackson_WannaBeStartinSomethin_1983	Michael Jackson	Wanna Be Startin' Somethin'	1983	FALSE	TRUE	FALSE
Billboard	MichaelJohnson_AlmostLikeBeingInLove_1978	Michael Johnson	Almost Like Being In Love	1978	FALSE	TRUE	FALSE
Billboard	MichaelSembello_Maniac_1983	Michael Sembello	Maniac	1983	FALSE	TRUE	FALSE
Billboard	MilliVanilli_BabyDontForgetMyNumber_1989	Milli Vanilli	Baby Don't Forget My Number	1989	TRUE	TRUE	TRUE
Billboard	MilliVanilli_GirlImGonnaMissYou_1989	Milli Vanilli	Girl I m Gonna Miss You	1989	FALSE	TRUE	FALSE
Billboard	MilliVanilli_GirlYouKnowItsTrue_1989	Milli Vanilli	Girl You Know It's True	1989	FALSE	TRUE	FALSE
Billboard	MinnieRiperton_LovinYou_1975	Minnie Riperton	Lovin' You	1975	FALSE	TRUE	FALSE
Billboard	NakedEyes_AlwaysSomethingThereToRemindMe_1983	Naked Eyes	Always Something There To Remind Me	1983	TRUE	TRUE	TRUE
Billboard	NancySinatra_TheseBootsAreMadeForWalkin_1966	Nancy Sinatra	These Boots Are Made For Walkin'	1966	TRUE	TRUE	TRUE
Billboard	NatKingCole_RamblinRose_1962	Nat King Cole	Ramblin' Rose	1962	FALSE	TRUE	FALSE
Billboard	NatKingCole_ThoseLazyHazyCrazyDaysOfSummer_1963	Nat King Cole	Those Lazy-Hazy-Crazy Days Of Summer	1963	FALSE	TRUE	FALSE
Billboard	NatalieCole_IveGotLoveOnMyMind_1977	Natalie Cole	I've Got Love On My Mind	1977	FALSE	TRUE	FALSE
Billboard	NatalieCole_Unforgettable_1991	Natalie Cole	Unforgettable	1991	FALSE	TRUE	FALSE
Billboard	NeilSedaka_BreakingUpIsHardToDo_1976	Neil Sedaka	Breaking Up Is Hard To Do	1976	FALSE	TRUE	FALSE
Billboard	NenehCherry_KissesOnTheWind_1989	Neneh Cherry	Kisses On The Wind	1989	FALSE	TRUE	FALSE
Billboard	NickGilder_HotChildInTheCity_1978	Nick Gilder	Hot Child In The City	1978	FALSE	TRUE	FALSE
Billboard	NittyGrittyDirtBand_BuyForMeTheRain_1967	Nitty Gritty Dirt Band	Buy For Me The Rain	1967	TRUE	TRUE	TRUE
Billboard	NittyGrittyDirtBand_MakeALittleMagic_1980	Nitty Gritty Dirt Band	Make A Little Magic	1980	FALSE	TRUE	FALSE
Billboard	OakRidgeBoys_Elvira_1981	Oak Ridge Boys	Elvira	1981	TRUE	TRUE	TRUE
Billboard	Ocean_PutYourHandInTheHand_1971	Ocean	Put Your Hand In The Hand	1971	FALSE	TRUE	FALSE
Billboard	Oliver_GoodMorningStarshine_1969	Oliver	Good Morning Starshine	1969	TRUE	TRUE	TRUE
Billboard	OtisRedding_ChainedAndBound_1964	Otis Redding	Chained And Bound	1964	FALSE	TRUE	FALSE
Billboard	OtisRedding_IveBeenLovingYouTooLong_1965	Otis Redding	I've Been Loving You Too Long (To Stop Now)	1965	FALSE	TRUE	FALSE
Billboard	OtisRedding_TheDockOfTheBay_1968	Otis Redding	(Sittin' On) The Dock Of The Bay	1968	TRUE	TRUE	TRUE
Billboard	PaperLace_TheNightChicagoDied_1974	Paper Lace	The Night Chicago Died	1974	FALSE	TRUE	FALSE
Billboard	PatBenatar_FireAndIce_1981	Pat Benatar	Fire And Ice	1981	FALSE	TRUE	FALSE
Billboard	PatBenatar_Heartbreaker_1980	Pat Benatar	Heartbreaker	1980	TRUE	TRUE	TRUE
Billboard	PatBenatar_LittleTooLate_1983	Pat Benatar	Little Too Late	1983	FALSE	TRUE	FALSE
Billboard	PatBenatar_LoveIsABattlefield_1983	Pat Benatar	Love Is A Battlefield	1983	FALSE	TRUE	FALSE
Billboard	PatBenatar_PromisesInTheDark_1981	Pat Benatar	Promises In The Dark	1981	FALSE	TRUE	FALSE
Billboard	PatrickHernandez_BornToBeAlive_1979	Patrick Hernandez	Born To Be Alive	1979	FALSE	TRUE	FALSE
Billboard	PaulAnka_LetMeGetToKnowYou_1974	Paul Anka	Let Me Get To Know You	1974	FALSE	TRUE	FALSE
Billboard	PaulAnka_LoveMeWarmAndTender_1962	Paul Anka	Love Me Warm And Tender	1962	FALSE	TRUE	FALSE
Billboard	PaulMcCartneyAndWings_MyLove_1973	Paul McCartney & Wings	My Love	1973	TRUE	TRUE	TRUE
Billboard	PaulMcCartney_MaybeImAmazed_1977	Paul McCartney	Maybe I'm Amazed	1977	TRUE	TRUE	TRUE
Billboard	PaulMcCartney_Press_1986	Paul McCartney	Press	1986	FALSE	TRUE	FALSE
Billboard	PaulMcCartney_WithALittleLuck_1978	Paul McCartney	With A Little Luck	1978	FALSE	TRUE	FALSE
Billboard	PaulRevereAndTheRaiders_Kicks_1966	Paul Revere & The Raiders	Kicks	1966	TRUE	TRUE	TRUE
Billboard	PaulSimon_50WaysToLeaveYourLover_1976	Paul Simon	50 Ways To Leave Your Lover	1976	TRUE	TRUE	TRUE
