Filename	Artist	Title	Prexisting data?	Transcriber	Transcription Date	Comments	ChangesToMcGillTranscription
ElvisPresley_ForOlTimesSake_1973	Elvis Presley	For Ol' Times Sake	_	_	_	_	_
ElvisPresley_GuitarMan_1968	Elvis Presley	Guitar Man	midi	Jonathan Eldridge	6/1/20	_	_
ElvisPresley_IReallyDontWantToKnow_1970	Elvis Presley	I Really Don't Want To Know	_	_	_	_	_
ElvisPresley_IfICanDream_1968	Elvis Presley	If I Can Dream	midi	_	_	_	_
ElvisPresley_Judy_1967	Elvis Presley	Judy	midi	_	_	_	_
ElvisPresley_LittleSister_1961	Elvis Presley	Little Sister	midi	Hubert Leveille Gauvin	1/31/16	_	_
ElvisPresley_MyBoy_1975	Elvis Presley	My Boy	midi	_	_	_	_
ElvisPresley_MyWay_1978	Elvis Presley	My Way	midi	_	_	_	_
ElvisPresley_MyWishCameTrue_1959	Elvis Presley	My Wish Came True	_	_	_	_	_
ElvisPresley_OneNight_1959	Elvis Presley	One Night	midi	Claire Arthur	1/17/16	_	_
ElvisPresley_SheThinksIStillCare_1977	Elvis Presley	She Thinks I Still Care	_	_	_	_	_
ElvisPresley_ThereGoesMyEverything_1971	Elvis Presley	There Goes My Everything	_	_	_	_	_
EmersonLakeAndPalmer_LuckyMan_1971	Emerson, Lake & Palmer 	Lucky Man	midi	_	_	_	_
EngelbertHumperdinck_AfterTheLovin_1977	Engelbert Humperdinck	After The Lovin'	midi	_	_	_	_
EricCarmen_HungryEyes_1988	Eric Carmen	Hungry Eyes (from the film Dirty Dancing)	midi	_	_	_	_
EricCarmen_Sunrise_1976	Eric Carmen	Sunrise	_	Jonathan Eldridge	_	_	_
EricClapton_ForeverMan_1985	Eric Clapton	Forever Man	midi	_	_	_	_
EricClapton_ICantStandIt_1981	Eric Clapton	I Can't Stand It	_	_	_	_	_
EricClapton_LayDownSally_1978	Eric Clapton	Lay Down Sally	midi	Nat Condit-Schultz	8/4/16	_	_
EricClapton_LetItRain_1972	Eric Clapton	Let It Rain	midi	Nat Condit-Schultz	2/7/17	_	_
EricClapton_Promises_1978	Eric Clapton	Promises	midi	_	_	_	_
EricClapton_WillieAndTheHandJive_1974	Eric Clapton	Willie And The Hand Jive	_	Hubert Leveille Gauvin	6/20/16	Something is wrong with the McGill harmonic transcription. It's way too long  (by like 200 measures)...	_
EttaJames_FoolThatIAm_1961	Etta James	Fool That I Am	_	_	_	_	_
EttaJames_StopTheWedding_1962	Etta James	Stop The Wedding	_	_	_	_	_
EttaJames_WouldItMakeAnyDifferenceToYou_1963	Etta James	Would It Make Any Difference To You	_	_	_	_	_
EvelynChampagneKing_ImInLove_1981	Evelyn Champagne King	I'm In Love	_	_	_	_	_
FatsDomino_BeMyGuest_1959	Fats Domino	Be My Guest	midi	Dana DeVlieger	1/20/16	_	_
FatsDomino_IWantToWalkYouHome_1959	Fats Domino	I Want To Walk You Home	midi	_	_	_	_
Firehouse_DontTreatMeBad_1991	Firehouse	Don't Treat Me Bad	_	_	_	_	_
FiveManElectricalBand_AbsolutelyRight_1971	Five Man Electrical Band	Absolutely Right	_	_	_	_	_
FlattAndScruggs_FoggyMountainBreakdown_1968	Flatt & Scruggs	Foggy Mountain Breakdown	midi	_	_	_	_
FloydCramer_LastDate_1960	Floyd Cramer	Last Date	UPRFB	_	_	_	_
Focus_HocusPocus_1973	Focus	Hocus Pocus	midi	_	_	_	_
Foghat_DrivinWheel_1977	Foghat	Drivin' Wheel	_	_	_	_	_
FontellaBass_RescueMe_1965	Fontella Bass	Rescue Me	_	Gary Yim	2/23/16	_	_
FourTops_StandingInTheShadowsOfLove_1967	Four Tops	Standing In The Shadows Of Love	midi	_	_	_	_
FreddieJackson_HaveYouEverLovedSomebody_1987	Freddie Jackson	Have You Ever Loved Somebody	_	_	_	_	_
FreddyFender_LivingItDown_1976	Freddy Fender	Living It Down	_	_	_	_	_
FreddyFender_SecretLove_1975	Freddy Fender	Secret Love	midi	_	_	_	_
GaryUSBonds_QuarterToThree_1961	Gary U.S. Bonds	Quarter To Three	UPRFB	_	_	_	_
GenePitney_TownWithoutPity_1961	Gene Pitney	Town Without Pity	_	Nat Condit-Schultz	8/31/16	"location of """"outro"""" is weird. Some chords seem wrong...like measure 46 and last chord... ALSO FERMATA IN measure 51"	Chord in measure 64 is wrong; might need 8th note work; key change?; Missing four measures (repeated outro progression) at end
GeneralPublic_Tenderness_1984	General Public	Tenderness	_	_	_	_	_
Genesis_Abacab_1982	Genesis	Abacab	midi	Nat Condit-Schultz	3/28/17	It seems the chord transcription is of the album version. The transciption should be edited to match the single version.	Need to add key change(s)
Genesis_InvisibleTouch_1986	Genesis	Invisible Touch	midi	_	_	_	_
Genesis_Misunderstanding_1980	Genesis	Misunderstanding	midi	_	_	_	_
Genesis_TonightTonightTonight_1987	Genesis	Tonight, Tonight, Tonight 	midi	_	_	_	_
GeorgeBenson_Breezin_1976	George Benson	Breezin'	midi	_	_	_	_
GeorgeHarrison_AllThoseYearsAgo_1981	George Harrison	All Those Years Ago	_	_	_	_	_
GeorgeHarrison_BlowAway_1979	George Harrison	Blow Away	midi	Jonathan Eldridge	5/19/20	Mm 17, the time is very loose; it's almost like it's rubato There are many smaller slides in this song, which displace enough pitch to be notated The vocalizations in mm 101 are extremely vague	_
GeorgeHarrison_CrackerboxPalace_1977	George Harrison	Crackerbox Palace	midi	Hubert Leveille Gauvin	8/13/16	_	_
GeorgeHarrison_GotMyMindSetOnYou_1988	George Harrison	Got My Mind Set On You	_	Nat Condit-Schultz	8/9/16	_	_
GeorgeHarrison_ThisSong_1977	George Harrison	This Song	_	_	_	_	_
GinoVannelli_BlackCars_1985	Gino Vannelli	Black Cars	_	_	_	_	_
GinoVannelli_HurtsToBeInLove_1985	Gino Vannelli	Hurts To Be In Love	_	_	_	_	_
GinoVannelli_WildHorses_1987	Gino Vannelli	Wild Horses	_	Jonathan Eldridge	2/19/20	Gino's voice in his lower register is sometimes close to spoken, but the pitches are discernable for the most part	There are some passing harmonies that should be reconsidered, and possibly harmonic syncopations that should be incorporated.
GladysKnightAndThePips_BabyDontChangeYourMind_1977	Gladys Knight & The Pips	Baby Don't Change Your Mind	_	_	_	_	_
GladysKnightAndThePips_BestThingThatEverHappenedToMe_1974	Gladys Knight & The Pips	Best Thing That Ever Happened To Me	midi	_	_	_	_
GladysKnightAndThePips_IfIWereYourWoman_1971	Gladys Knight & The Pips	If I Were Your Woman	midi	_	_	_	_
GladysKnightAndThePips_LetterFullOfTears_1962	Gladys Knight & The Pips	Letter Full Of Tears	_	_	_	_	_
GlenCampbell_Galveston_1969	Glen Campbell	Galveston	_	_	_	_	_
GlenCampbell_ItsOnlyMakeBelieve_1970	Glen Campbell	It's Only Make Believe	_	_	_	_	_
GlenCampbell_RhinestoneCowboy_1975	Glen Campbell	Rhinestone Cowboy	midi	_	_	_	_
GlenCampbell_Sunflower_1977	Glen Campbell	Sunflower	_	_	_	_	_
GlenCampbell_WichitaLineman_1969	Glen Campbell	Wichita Lineman	midi	_	_	_	_
GloriaGaynor_NeverCanSayGoodbye_1975	Gloria Gaynor	Never Can Say Goodbye	midi	Nat Condit-Schultz	2/2/17	_	_
GoldenEarring_TwilightZone_1983	Golden Earring	Twilight Zone	_	_	_	_	_
GordonLightfoot_Beautiful_1972	Gordon Lightfoot	Beautiful	midi	_	_	_	_
GrahamNash_Chicago_1971	Graham Nash	Chicago	_	_	_	_	_
GrandFunkRailroad_WalkLikeAMan_1973	Grand Funk Railroad	Walk Like A Man	_	_	_	_	_
GratefulDead_SugarMagnolia_1973	Grateful Dead	Sugar Magnolia	_	Jonathan Eldridge	4/24/20	The song fully modulates at mm.  97, and since this is a full modulation that continues, I just changed key signatures Couple of 2/4 measures in the song, which I just matched up with where they fell in the harmonic transcription, since the intended phrasing of them is a little debatable. Harmonies were tricky, because movement in the four parts wasn't always similar, sometimes 3 part would go to 2, etc.	_
HankSnow_IveBeenEverywhere_1962	Hank Snow	I've Been Everywhere	midi	Nat Condit-Schultz	8/3/16	Bars are too short throughtout (all should be twice as long)	_
HarryChapin_SundayMorningSunshine_1972	Harry Chapin	Sunday Morning Sunshine	_	Jonathan Eldridge	5/18/20	On mm 11 the time wobbles between 8ths and quarters; it isn't 16ths exactly but that's what I used Easy swing on 8ths The harmony part may be more than two part, but I transcribed what could be heard	_
Heart_CrazyOnYou_1978	Heart	Crazy On You	midi	Jonathan Eldridge	5/15/20	"The beginning is freeform and improvisatory, so I just matched it up with the harmonic trans.  There's a modulation at mm 65 that lasts long enough to justify a key change, but it isn't permanent so I used accidentals mm 69, 88, phrasing shifts from 16th 8th phrasing in mm 67 to straight 8th notes Tons of slurs over several beats; I marked high and low pitches and used glisses to connect them There's not a counterline and melody, but the melody often overlaps itself, so I have multiple parts in one staff--until the end when ""true"" polyphony starts; that said, this strategy was painstaking when it came to  lyrics and I'm not doing it again The various iterations of ""crazy on you"" were very slightly different in handling of melisma"	"This song needs to add syncopated chord changes added. Also, why is the whole intro ""N""?"
Heart_MagicMan_1976	Heart	Magic Man	midi	Nat Condit-Schultz	2/21/16	Need to double check long guitar solo is right length. Last measure missing from McGIll?	_
Heart_TheresTheGirl_1988	Heart	There's The Girl	_	_	_	_	_
Heart_WhoWillYouRunTo_1987	Heart	Who Will You Run To	midi	Hubert Leveille Gauvin	8/12/16	I'm not sure about some of the rhythms. Someone else should have a quick look.	_
HiFive_ILikeTheWay_1991	Hi-Five	I Like The Way (The Kissing Game)	_	_	_	_	_
HueyLewis_IWantANewDrug_1984	Huey Lewis	I Want A New Drug	midi	_	_	_	_
IkeAndTinaTurner_IWantToTakeYouHigher_1970	Ike & Tina Turner	I Want To Take You Higher	_	_	_	_	_
IkeAndTinaTurner_ItsGonnaWorkOutFine_1961	Ike & Tina Turner	It's Gonna Work Out Fine	_	_	_	_	_
INXS_NeedYouTonight_1988	INXS	Need You Tonight	_	_	_	_	_
IrmaThomas_WishSomeoneWouldCare_1964	Irma Thomas	Wish Someone Would Care	_	_	_	_	_
IronButterfly_InAGaddaDaVida_1968	Iron Butterfly	In-A-Gadda-Da-Vida	midi	_	_	_	_
IsaacHayes_DoYourThing_1972	Isaac Hayes	Do Your Thing	_	_	_	_	_
IsaacHayes_TheLookOfLove_1971	Isaac Hayes	The Look Of Love	_	_	_	_	_
JFrankWilsonAndTheCavaliers_LastKiss_1964	J. Frank Wilson & The Cavaliers	Last Kiss	UPRFB	Nat Condit-Schultz	1/20/16	Fade out seemed two measures shorter to me than the McGill score	_
JackieWilson_BabyWorkout_1963	Jackie Wilson	Baby Workout	midi	_	_	_	_
JacksonBrowne_Boulevard_1980	Jackson Browne	Boulevard	_	_	_	_	_
JacksonBrowne_HereComeThoseTearsAgain_1977	Jackson Browne	Here Come Those Tears Again	midi	_	_	_	_
JacksonBrowne_RedneckFriend_1973	Jackson Browne	Redneck Friend	_	_	_	_	_
JacksonBrowne_RunningOnEmpty_1978	Jackson Browne	Running On Empty	midi	_	_	_	_
JamesBrown_BabyYoureRight_1961	James Brown	Baby, You're Right 	_	_	_	_	_
JamesBrown_ColdSweatPart1_1967	James Brown	Cold Sweat - Part 1	midi	Jonathan Eldridge	6/1/20	_	_
JamesBrown_DownAndOutInNewYorkCity_1973	James Brown	Down And Out In New York City	_	_	_	_	_
JamesBrown_GetUp_1970	James Brown	Get Up (I Feel Like Being Like A) Sex Machine (Part 1)	midi	Nat Condit-Schultz	4/11/17	Needs more section labels (Verse Chorus etc); One too many measures before bridge?	_
JamesBrown_IDontMind_1961	James Brown	I Don't Mind	_	Jonathan Eldridge	4/24/20	"On mm. 14 and 22 there is lost time; I think the rhythm section screwed up, but there's a few beats that get misplaced; I think it's coming from the phrasing of a melodic line there as what would be a quarter note triplet in duple, but instead its just three quarter notes here, and so there's some different interpretations of that throughout the band There is sometimes a slight swing on the 16th notes, especially on """"you gonna miss me"""""	Switched from 6/8 to 12/8. Also fixed erroneaous A:maj chords and added all the missing 7ths.
JamesBrown_IGotYou_1965	James Brown	I Got You (I Feel Good)	midi	Nat Condit-Schultz	2/6/17	Add measure at beginning	_
JamesBrown_MyThang_1974	James Brown	My Thang	_	_	_	_	_
JamesBrown_Think_1973	James Brown	Think	_	_	_	_	_
JamesTaylor_CountryRoad_1971	James Taylor	Country Road	midi	_	_	_	_
JanAndDean_SidewalkSurfin_1964	Jan & Dean	Sidewalk Surfin'	_	Hubert Leveille Gauvin	5/14/17	Many different singers take urn to sing the lead. All transcribed on the same staff.	_
JanAndDean_TheAnaheimAzusaAndCucamongaSewingCircleBookReviewAndTimingAssociation_1964	Jan & Dean	The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Association 	_	_	_	_	_
JanAndDean_TheLittleOldLady_1964	Jan & Dean	The Little Old Lady (From Pasadena)	midi	Jonathan Eldridge	2020-05-??	_	Added the syncopated harmonic rhythm in the verses and outro.
JanisJoplin_KozmicBlues_1969	Janis Joplin	Kozmic Blues	_	_	_	_	_
JeffBeck_PeopleGetReady_1985	Jeff Beck	People Get Ready	midi	_	_	_	_
JeffersonStarship_CountOnMe_1978	Jefferson Starship	Count On Me	_	_	_	_	_
JermaineJackson_LetsGetSerious_1980	Jermaine Jackson	Let's Get Serious	_	_	_	_	_
JerryJeffWalker_MrBojangles_1968	Jerry Jeff Walker	Mr. Bojangles	_	Jonathan Eldridge	5/8/20	There are a million versions of this song; of all the versions I heard by Jerry Jeff, none had 8 measures intro, so I dunno where the harmonic trans. got it The 8th note shifts between straight and swung, but is mostly swung There are multiple collections of lyric interpretations, too, so I used the ones that made sense with the audio	Had to cut a few measures in the intro and outro to match the single version. I suspect the timestamps might be off..
JerryReed_KoKoJoe_1971	Jerry Reed	Ko-Ko Joe	_	_	_	_	_
JesusJones_RightHereRightNow_1991	Jesus Jones	Right Here, Right Now 	_	_	_	_	_
JethroTull_LivingInThePast_1972	Jethro Tull	Living In The Past	midi	_	_	_	_
JimiHendrix_Freedom_1971	Jimi Hendrix	Freedom	midi	_	_	_	_
JimmyBuffett_ComeMonday_1974	Jimmy Buffett	Come Monday	midi	_	_	_	_
JimmyClanton_JustADream_1958	Jimmy Clanton	Just A Dream	midi	Hubert Leveille Gauvin	1/20/16	_	_
JimmyCliff_WonderfulWorldBeautifulPeople_1969	Jimmy Cliff	Wonderful World, Beautiful People 	_	_	_	_	_
JimmyJones_HandyMan_1960	Jimmy Jones	Handy Man	_	_	_	_	_
JimmyReed_BabyWhatYouWantMeToDo_1960	Jimmy Reed	Baby What You Want Me To Do	_	Jonathan Eldridge	6/1/20	_	_
JimmyRuffin_IvePassedThisWayBefore_1967	Jimmy Ruffin	I've Passed This Way Before	_	_	_	_	_
JimmySmith_WalkOnTheWildSide_1962	Jimmy Smith	Walk On The Wild Side (Part 1)	_	NA	NA	Instrumental Song	_
JoanBaez_ThereButForFortune_1965	Joan Baez	There But For Fortune	midi	_	_	_	_
JoeCocker_WithALittleHelpFromMyFriends_1968	Joe Cocker	With A Little Help From My Friends	midi	_	_	_	_
JohnDenver_AnniesSong_1974	John Denver	Annie's Song	midi	_	_	_	_
JohnDenver_BackHomeAgain_1974	John Denver	Back Home Again	midi	Hubert Leveille Gauvin	6/28/16	_	_
JohnDenver_ItAmazesMe_1978	John Denver	It Amazes Me	_	_	_	_	_
JohnDenver_RockyMountainHigh_1972	John Denver	Rocky Mountain High	midi	Jonathan Eldridge	6/1/20	_	Added D chords (bVII) that were missing in all the verses.
JohnDenver_SeasonsOfTheHeart_1982	John Denver	Seasons Of The Heart	midi	Dallas ? (GATech undergrad)	2019-03-??	_	_
JohnDenver_SomeDaysAreDiamonds_1981	John Denver	Some Days Are Diamonds (Some Days Are Stone)	_	_	_	_	_
JohnnyCash_IGotStripes_1959	Johnny Cash	I Got Stripes	_	Hubert Leveille Gauvin	6/26/16	_	2 extra measure at beginning; BB has extra measure at 85; change halfs to dotted-quarters; inconsistant use of 3/8 and 3/4 in synthesizer section, this section is also too short; length of fade out may not match
JohnnyCash_TheWaysOfAWomanInLove_1958	Johnny Cash	The Ways of a Woman in Love	midi	Jonathan Eldridge	4/24/20	Quarter note leans a little bit ahead of the beat at mm. 25 Lots of sliding between notes, as is Cash's signature style.  Mm. 83 offbeats shifted slightly, compared to the previous iteration of the melody on the first bridge	_
JohnnyHorton_JohnnyReb_1959	Johnny Horton	Johnny Reb	_	Hubert Leveille Gauvin	1/20/16	_	_
JohnnyHorton_TheBattleOfNewOrleans_1959	Johnny Horton	The Battle Of New Orleans	midi	Nat Condit-Schultz	1/20/16	_	_
JohnnyLee_LookinForLove_1980	Johnny Lee	Lookin' For Love	midi	_	_	_	_
JohnnyTillotson_IRiseIFall_1964	Johnny Tillotson	I Rise, I Fall 	_	_	_	_	_
JohnnyTillotson_ItKeepsRightOnAHurtin_1962	Johnny Tillotson	It Keeps Right On A-Hurtin'	midi	_	_	_	_
JohnnyTillotson_JimmysGirl_1961	Johnny Tillotson	Jimmy's Girl	_	_	_	_	_
JohnnyTillotson_OutOfMyMind_1963	Johnny Tillotson	Out Of My Mind	_	_	_	_	_
JohnnyTillotson_TalkBackTremblingLips_1963	Johnny Tillotson	Talk Back Trembling Lips	_	_	_	_	_
JohnnyTillotson_WorriedGuy_1964	Johnny Tillotson	Worried Guy	_	_	_	_	_
JoniMitchell_BabyIDontCare_1982	Joni Mitchell	(You're So Square) Baby I Don't Care	midi	Jonathan Eldridge	6/1/20	_	_
JoniMitchell_BigYellowTaxi_1975	Joni Mitchell	Big Yellow Taxi	_	Nat Condit-Schultz	3/22/17	The McGill transcription is bizarely wrong. The whole thing is written with 1 measure covering what should be 4 measures, and there are obvious missing chords. The key is also wrong.	_
JudasPriest_YouveGotAnotherThingComin_1982	Judas Priest	You've Got Another Thing Comin'	midi	Nat Condit-Schultz	2/15/16	Gave up on outro improv after measure 166	_
JuiceNewton_BreakItToMeGently_1982	Juice Newton	Break It To Me Gently	_	_	_	_	_
JuiceNewton_QueenOfHearts_1981	Juice Newton	Queen Of Hearts	midi	Will Smith	4/4/19	_	_
Kaoma_Lambada_1990	Kaoma	Lambada	_	_	_	_	_
KateBush_RunningUpThatHill_1985	Kate Bush	Running Up That Hill	midi	_	_	_	_
KennyRogers_IDontNeedYou_1981	Kenny Rogers	I Don't Need You	midi	_	_	_	_
KennyRogers_Lady_1980	Kenny Rogers	Lady	_	_	_	_	_
KennyRogers_Lucille_1977	Kenny Rogers	Lucille	midi	_	_	_	_
KennyRogers_ScarletFever_1983	Kenny Rogers	Scarlet Fever	_	_	_	_	_
KennyRogers_SweetMusicMan_1978	Kenny Rogers	Sweet Music Man	_	_	_	_	_
KennyRogers_ThroughTheYears_1981	Kenny Rogers	Through The Years	midi	_	_	_	_
KennyRogers_YouDecoratedMyLife_1980	Kenny Rogers	You Decorated My Life	midi	_	_	_	_
Kiss_RocketRide_1978	Kiss	Rocket Ride	midi	Claire Arthur	2/12/16	_	This is based on an edited version. The McGill transcription ends early during the fade-out (not a big deal). Some of the rhythms were tricky.
KoolAndTheGang_JungleBoogie_1974	Kool & The Gang	Jungle Boogie	midi	Nat Condit-Schultz	3/8/17	_	_
KrisKristofferson_LovingHerWasEasier_1971	Kris Kristofferson	Loving Her Was Easier (Than Anything I'll Ever Do Again)	midi	_	_	_	_
LauraBranigan_Gloria_1982	Laura Branigan	Gloria	_	_	_	_	_
LaVernBaker_ICriedATear_1959	LaVern Baker	I Cried A Tear	_	Jonathan Eldridge	6/1/20	_	_
LaVernBaker_SeeSeeRider_1963	LaVern Baker	See See Rider	_	_	_	_	_
LedZeppelin_DyerMaker_1973	Led Zeppelin	D'yer Mak'er	midi	Nat Condit-Schultz	9/15/16	_	The section labels were wrong...We've changed Chorus -> Verse and Chorus -> Bridge.
LedZeppelin_OverTheHillsAndFarAway_1973	Led Zeppelin	Over The Hills And Far Away	midi	Nat Condit-Schultz	8/1/16	They seem to have transcribed a live version. The timestamps don't match.	_
LedZeppelin_TrampledUnderFoot_1975	Led Zeppelin	Trampled Under Foot	midi	_	_	_	_
LeoSayer_YouMakeMeFeelLikeDancing_1977	Leo Sayer	You Make Me Feel Like Dancing	midi	Claire Arthur	2/21/16	_	_
LesleyGore_CaliforniaNights_1967	Lesley Gore	California Nights	_	Jonathan Eldridge	2020-05-??	This song is harmonically bizarre.	I that the chorus modulates to F minor---its the only way this makes any sense. I've added this to the humdrum. I've also respelled E as Fflat---which is strange, but it avoids the melody jumping between g sharp and a flat.
LesleyGore_YouDontOwnMe_1964	Lesley Gore	You Don't Own Me	midi	_	_	_	_
Level42_SomethingAboutYou_1986	Level 42	Something About You	midi	Jonathan Eldridge	5/19/20	Mm 56-57 there could be harmony, but it could also be synths; as always I'll transcribe what's intelligible	_
LindaRonstadt_WhenWillIBeLoved_1975	Linda Ronstadt	When Will I Be Loved	midi	Jonathan Eldridge	4/28/20	There are a few times when Linda is singing and the background part is harmonizing, but the backgrounds arent' really audible; whether they really weren't singing or just ghosting really hard is imperceptible, so I just transcribed what was audible	Respelled Dbmm as C#mm, because the key is E major!
LittleAnthonyAndTheImperials_OutOfSightOutOfMind_1969	Little Anthony & The Imperials	Out Of Sight, Out Of Mind 	_	_	_	_	_
LittleJoeyAndTheFlips_BongoStomp_1962	Little Joey & The Flips	Bongo Stomp	_	_	_	_	_
LittleRiverBand_HappyAnniversary_1978	Little River Band	Happy Anniversary	midi	_	_	_	_
LittleRiverBand_HelpIsOnItsWay_1977	Little River Band	Help Is On Its Way	midi	Hubert Leveille Gauvin	6/15/16	_	_
LittleRiverBand_Reminiscing_1978	Little River Band	Reminiscing	_	Hubert Leveille Gauvin	6/19/16	_	_
LittleRiverBand_TheOtherGuy_1983	Little River Band	The Other Guy	_	_	_	_	_
LittleRiverBand_WeTwo_1983	Little River Band	We Two	_	_	_	_	_
LookingGlass_Brandy_1972	Looking Glass	Brandy (You're A Fine Girl)	midi	_	_	_	_
LosLobos_WillTheWolfSurvive_1985	Los Lobos	Will The Wolf Survive	_	_	_	_	_
LouisArmstrong_HelloDolly_1964	Louis Armstrong	Hello, Dolly!	midi	Dallas ? (GATech undergrad)	3/31/19	_	_
LouisPrimaAndKeelySmith_ThatOldBlackMagic_1958	Louis Prima & Keely Smith	That Old Black Magic	_	_	_	_	_
LynyrdSkynyrd_SweetHomeAlabama_1974	Lynyrd Skynyrd	Sweet Home Alabama	midi	Nat Condit-Schultz	7/27/16	_	_
Madonna_LiveToTell_1986	Madonna	Live To Tell	midi	_	_	_	_
Madonna_OhFather_1990	Madonna	Oh Father	midi	Nat Condit-Schultz	1/24/17	The harmonic transcription of this whole song is in 4/4, but the piece is mostly in 12/8; actually it's ambiguous in parts between 6/4 and 12/8	Modulates to C/Aminor in the bridge. I've added this to the humdrum.
MarcCohn_WalkingInMemphis_1991	Marc Cohn	Walking In Memphis	midi	_	_	_	_
MarieOsmond_PaperRoses_1973	Marie Osmond	Paper Roses	_	_	_	_	_
MarkyMark_GoodVibrations_1991	Marky Mark & Funky Bunch	Good Vibrations	midi	Jonathan Eldridge	4/24/20	Hip hop swing on 16th notes-- that is, not quite jazz, not shuffle, but a totally different value At mm. 80 the rhythm dances in and out of triplet feel, so the notated rhythm there is approx.	_
MarthaAndTheVandellas_NowhereToRun_1965	Martha & The Vandellas	Nowhere To Run	_	_	_	_	_
MartyRobbins_BigIron_1960	Marty Robbins	Big Iron	_	_	_	_	_
MartyRobbins_IWalkAlone_1968	Marty Robbins	I Walk Alone	_	_	_	_	_
MarvinGaye_IWantYou_1976	Marvin Gaye	I Want You	midi	_	_	_	_
MarvinGaye_MercyMercyMe_1971	Marvin Gaye	Mercy Mercy Me (The Ecology)	_	Jonathan Eldridge	4/24/20	Behind the primary voices, it seems like Gaye is almost whispering things--I can barely make out the rhythms and pitches and words, so I did as much as I could The version of the song I heard matches with the harmonic transcription, up until the end, where there is an indication to fade out, whereas the actual song has a clear ending with fermatas and a shift to a Bbmi tonal center	"The McGill chords had the wrong chords and was about four measures short at the end, which I've changed. Also, I think it makes more sense to call each strophe a ""verse"" rather than a chorus."
MarvinGayeAndKimWeston_ItTakesTwo_1967	Marvin Gaye & Kim Weston	It Takes Two	_	_	_	_	_
MarvinGayeAndTammiTerrell_IfICouldBuildMyWholeWorldAroundYou_1967	Marvin Gaye & Tammi Terrell	If I Could Build My Whole World Around You	midi	_	_	_	_
MaryMacGregor_TornBetweenTwoLovers_1976	Mary MacGregor	Torn Between Two Lovers	_	_	_	_	_
MaxFrostAndTheTroopers_ShapeOfThingsToCome_1968	Max Frost & The Troopers	Shape Of Things To Come	_	_	_	_	_
MeatLoaf_ParadiseByTheDashboardLight_1978	Meat Loaf	Paradise By The Dashboard Light	midi	_	_	_	_
MeatLoaf_YouTookTheWordsRightOutOfMyMouth_1978	Meat Loaf	You Took The Words Right Out Of My Mouth	midi	_	_	_	_
MelTorme_CominHomeBaby_1962	Mel Torme	Comin' Home Baby	midi	_	_	_	_
MelbaMontgomery_NoCharge_1974	Melba Montgomery	No Charge	_	_	_	_	_
Metallica_One_1989	Metallica	One	midi	Nat Condit-Schultz	2/16/16	Measures aren't lining up with McGill towards end...they're clearly ignoring a tempo change. Should be easy to fix at humdrum stage	_
MichaelJackson_BeatIt_1983	Michael Jackson	Beat It	midi	Nat Condit-Schultz	1/18/17	_	_
MichaelJackson_HumanNature_1983	Michael Jackson	Human Nature	_	_	_	_	_
MichaelJackson_ManInTheMirror_1988	Michael Jackson	Man In The Mirror	midi	_	_	_	_
MichaelJackson_WannaBeStartinSomethin_1983	Michael Jackson	Wanna Be Startin' Somethin'	_	_	_	_	_
MichaelJacksonWithSiedahGarrett_IJustCantStopLovingYou_1987	Michael Jackson With Siedah Garrett	I Just Can't Stop Loving You	midi	_	_	_	_
MichaelJohnson_AlmostLikeBeingInLove_1978	Michael Johnson	Almost Like Being In Love	_	_	_	_	_
MichaelSembello_Maniac_1983	Michael Sembello	Maniac	midi	_	_	_	_
MilliVanilli_BabyDontForgetMyNumber_1989	Milli Vanilli	Baby Don't Forget My Number	_	Jonathan Eldridge	6/1/20	_	The harmonic transcription of this...seems like its the wrong song? I had to completely create a new one. Nat
MilliVanilli_GirlImGonnaMissYou_1989	Milli Vanilli	Girl I m Gonna Miss You	_	_	_	_	_
MilliVanilli_GirlYouKnowItsTrue_1989	Milli Vanilli	Girl You Know It's True	_	_	_	_	_
MinnieRiperton_LovinYou_1975	Minnie Riperton	Lovin' You	_	_	_	_	_
NakedEyes_AlwaysSomethingThereToRemindMe_1983	Naked Eyes	Always Something There To Remind Me	_	Jonathan Eldridge	6/1/20	As far as I can tell, the 3:39 version is the single version (I think the 3:20 version is just the musci video?).	"I believe the harmonic transcription of the verse, with all ""1"" chords is way off. I've filled in what I think are the right chords, but it needs a closer listen."
NancySinatra_TheseBootsAreMadeForWalkin_1966	Nancy Sinatra	These Boots Are Made For Walkin'	midi	Nat Condit-Schultz	5/1/17	_	Whole transcription is written half the tempo (2 measures -> 4 meaures); Also the key is wrong! Should be E not F
NatKingCole_RamblinRose_1962	Nat King Cole	Ramblin' Rose	midi	_	_	_	_
NatKingCole_ThoseLazyHazyCrazyDaysOfSummer_1963	Nat King Cole	Those Lazy-Hazy-Crazy Days Of Summer	_	_	_	_	_
NatalieCole_IveGotLoveOnMyMind_1977	Natalie Cole	I've Got Love On My Mind	_	_	_	_	_
NatalieCole_Unforgettable_1991	Natalie Cole	Unforgettable	midi	_	_	_	_
NeilSedaka_BreakingUpIsHardToDo_1976	Neil Sedaka	Breaking Up Is Hard To Do	midi	_	_	_	_
NenehCherry_KissesOnTheWind_1989	Neneh Cherry	Kisses On The Wind	_	_	_	_	_
NickGilder_HotChildInTheCity_1978	Nick Gilder	Hot Child In The City	_	_	_	_	_
